"id","name","desc","include","level_1_ID","createdBy","updatedBy","created_at","updated_at"
3075,Audit Findings Review,"Description: Regularly review audit findings to drive improvements in security policies.
Example: After an external audit, encryption policies were updated.
Evidence 1: Signed documentation from management confirming review of audit findings.
Evidence 2: Detailed summary report or meeting minutes from the audit review session.",1,1184,1,1,"2025-03-25 08:11:01.779","2025-03-25 08:11:01.779"
3076,Request Validation,"Description: Ensure that only authorized personnel can request data restoration.
Example: A manager must approve requests for recovering lost project files.
Evidence 1: Management-signed data restoration procedure document.
Evidence 2: Workflow diagram or system screenshot demonstrating the request validation process.",1,1185,1,1,"2025-03-25 08:11:01.912","2025-03-25 08:11:01.912"
3146,GDPR,"Requires explicit consent and breach notifications. Example: When a website collects user data, it displays a clear consent checkbox prior to submission. Evidence to attach: 1. Screenshot of the online form showing the consent checkbox. 2. Documented consent process or internal policy outlining consent requirements.",1,1222,1,1,"2025-03-26 09:20:48.694","2025-03-26 09:20:48.694"
3147,CCPA,Governs data of California residents. Example: A user requests deletion of their account data through an online portal. Evidence to attach: 1. Screenshot of the user interface where users can request deletion of their data under CCPA. 2. PDF copy of the internal SOP showing how customer data requests are processed.,1,1222,1,1,"2025-03-26 09:20:48.715","2025-03-26 09:20:48.715"
3148,HIPAA,Applies to U.S. entities handling PHI. Example: A hospital implements strict access controls for its patient management system. Evidence to attach: 1. Screenshot of the access control settings in the system. 2. Copy of the encryption policy document used for securing health data.,1,1222,1,1,"2025-03-26 09:20:48.735","2025-03-26 09:20:48.735"
3149,NIST Cybersecurity Framework,Provides guidelines for risk assessments and incident response. Example: A company continuously monitors its network activity using a SIEM tool. Evidence to attach: 1. Screenshot of the SIEM dashboard showing real-time alerts. 2. A recent risk assessment report demonstrating the monitoring process.,1,1223,1,1,"2025-03-26 09:20:48.762","2025-03-26 09:20:48.762"
3150,ISO/IEC 27001,International standard for ISMS. Example: An organization conducts both internal and external audits regularly to verify its ISMS compliance. Evidence to attach: 1. Copy of the most recent internal audit report. 2. External audit certificate or report confirming compliance.,1,1223,1,1,"2025-03-26 09:20:48.793","2025-03-26 09:20:48.793"
3151,PCI DSS,Sets standards for credit card data protection. Example: A merchant implements network segmentation and encrypts stored credit card data. Evidence to attach: 1. Network diagram showing segmentation. 2. Screenshot of encryption settings configured for card data protection.,1,1223,1,1,"2025-03-26 09:20:48.813","2025-03-26 09:20:48.813"
3152,Sarbanes-Oxley Act SOX,Enforces financial reporting and internal controls. Example: The financial system automatically tracks all changes via an audit trail. Evidence to attach: 1. Screenshot of the financial system displaying audit trail logs. 2. Exported log file showing time-stamped changes to financial records.,1,1224,1,1,"2025-03-26 09:20:48.842","2025-03-26 09:20:48.842"
3153,FISMA,Mandates a risk-based cybersecurity program for federal agencies. Example: A federal agency implements continuous monitoring as per NIST guidelines. Evidence to attach: 1. Monitoring schedule document outlining periodic checks. 2. A recent monitoring report indicating compliance with FISMA requirements.,1,1224,1,1,"2025-03-26 09:20:48.865","2025-03-26 09:20:48.865"
3154,Copyright Act,Protects original works. Example: A company enforces copyright policies to prevent unauthorized copying of its digital content. Evidence to attach: 1. Copy of the company’s copyright policy document. 2. Screenshot from an internal system showing restrictions on content distribution.,1,1225,1,1,"2025-03-26 09:20:48.892","2025-03-26 09:20:48.892"
3155,Patent Law,Safeguards inventions and processes. Example: An organization protects its R&D data using role-based access controls. Evidence to attach: 1. Screenshot of role-based access settings in the R&D system. 2. Documented policy on securing intellectual property within R&D.,1,1225,1,1,"2025-03-26 09:20:48.911","2025-03-26 09:20:48.911"
3156,Trademark Law,Protects brand identifiers. Example: A company monitors its logos and trademarks for unauthorized use. Evidence to attach: 1. Report from a trademark monitoring service. 2. Internal log of reported trademark infringement incidents.,1,1225,1,1,"2025-03-26 09:20:48.929","2025-03-26 09:20:48.929"
3157,Data Protection Clauses,Mandate secure handling of personal data. Example: A customer contract specifies that personal data must be encrypted and only accessible by authorized personnel. Evidence to attach: 1. Excerpt of the customer contract showing the data protection clause. 2. Internal checklist or procedure document verifying adherence to the clause.,1,1226,1,1,"2025-03-26 09:20:48.963","2025-03-26 09:20:48.963"
3158,Confidentiality Provisions,Obligate parties to protect proprietary information. Example: A confidentiality clause in a customer contract requires signing an NDA before accessing sensitive data. Evidence to attach: 1. Copy of the signed NDA. 2. Excerpt from the contract highlighting the confidentiality provisions.,1,1226,1,1,"2025-03-26 09:20:48.989","2025-03-26 09:20:48.989"
3159,Compliance Reporting,Require regular audits and reporting on compliance. Example: A contract specifies that quarterly compliance reports must be submitted. Evidence to attach: 1. Sample quarterly compliance report. 2. Documented process for generating and reviewing compliance reports.,1,1226,1,1,"2025-03-26 09:20:49.009","2025-03-26 09:20:49.009"
3160,Security Requirements,Mandate vendors to maintain controls equivalent to the organization’s. Example: A vendor agreement includes clauses for annual security audits. Evidence to attach: 1. Vendor audit report. 2. Copy of the section in the agreement outlining the security requirements.,1,1227,1,1,"2025-03-26 09:20:49.036","2025-03-26 09:20:49.036"
3161,Data Processing Agreements,Ensure vendors comply with data protection laws. Example: A Data Processing Agreement DPA requires vendors to follow secure data handling procedures. Evidence to attach: 1. Signed copy of the DPA. 2. Vendor compliance certificate or recent audit report.,1,1227,1,1,"2025-03-26 09:20:49.057","2025-03-26 09:20:49.057"
3162,Audit Rights,Allow the organization to audit vendor security measures. Example: A contract specifies that vendors must agree to periodic security reviews. Evidence to attach: 1. Contract excerpt detailing audit rights. 2. Report from a recent vendor security review.,1,1227,1,1,"2025-03-26 09:20:49.076","2025-03-26 09:20:49.076"
3163,Compliance Officer,Defines roles and responsibilities for ensuring compliance. Example: A compliance officer is tasked with conducting annual training and policy reviews. Evidence to attach: 1. Training attendance records. 2. Minutes or records from the policy review meeting.,1,1228,1,1,"2025-03-26 09:20:49.109","2025-03-26 09:20:49.109"
3164,Internal Audits,Continuous monitoring and regular audits to verify compliance. Example: The internal audit team conducts quarterly reviews of ISMS controls. Evidence to attach: 1. Recent internal audit report. 2. Minutes from a quarterly ISMS control review meeting.,1,1229,1,1,"2025-03-26 09:20:49.136","2025-03-26 09:20:49.136"
3165,Incident Reports,Maintain records and reports to demonstrate compliance. Example: An incident reporting system is in place to document breaches immediately. Evidence to attach: 1. Copy of an incident report form. 2. Recent breach notification sent to regulators.,1,1230,1,1,"2025-03-26 09:20:49.160","2025-03-26 09:20:49.160"
3166,Identification,Identify and analyze risks related to non-compliance. Example: An annual risk assessment is performed using a standardized risk matrix. Evidence to attach: 1. Completed risk assessment form. 2. Risk matrix document showing identified risks and mitigation strategies.,1,1231,1,1,"2025-03-26 09:20:49.193","2025-03-26 09:20:49.193"
3167,Technical Controls,"Deploy technical, administrative, and physical controls. Example: The organization uses intrusion detection systems that continuously monitor network activity. Evidence to attach: 1. Screenshot of the IDS monitoring dashboard. 2. Technical document outlining the IDS configuration.",1,1232,1,1,"2025-03-26 09:20:49.225","2025-03-26 09:20:49.225"
3168,Regular Reviews,Ongoing efforts to enhance compliance and security measures. Example: The compliance team conducts biannual reviews to adjust controls based on audit findings. Evidence to attach: 1. Minutes from a biannual review meeting. 2. Updated control improvement plan document.,1,1233,1,1,"2025-03-26 09:20:49.253","2025-03-26 09:20:49.253"
3189,User Registration and De-registration,Establishes procedures for onboarding new users and deactivating accounts when employees leave. Example: New employees receive an account based on their role; accounts are promptly deactivated upon termination. Evidence to attach: 1. Screenshot of the user registration system. 2. HR termination report or account deactivation log.,1,1246,1,1,"2025-03-26 12:51:15.198","2025-03-26 12:51:15.198"
3190,Password Policy,"Specifies requirements for strong passwords and periodic changes. Example: Users must create complex passwords min. 10 characters, mix of letters, numbers, symbols and change them every 90 days. Evidence to attach: 1. Screenshot of password policy settings in the system. 2. Employee communication regarding password change procedures.",1,1246,1,1,"2025-03-26 12:51:15.221","2025-03-26 12:51:15.221"
3191,Account Lockout Mechanism,"Defines how accounts are locked after a number of failed login attempts. Example: After 5 unsuccessful attempts, an account is locked for 30 minutes. Evidence to attach: 1. System configuration screenshot showing lockout settings. 2. Log report capturing account lockouts.",1,1246,1,1,"2025-03-26 12:51:15.253","2025-03-26 12:51:15.253"
3192,Role-Based Access Control,Ensures that users only access resources necessary for their job functions. Example: User roles determine access permissions within applications. Evidence to attach: 1. Screenshot of user role configuration. 2. Access control matrix mapping roles to permissions.,1,1246,1,1,"2025-03-26 12:51:15.273","2025-03-26 12:51:15.273"
3193,Remote Access,Specifies requirements for secure remote connectivity. Example: Remote users must connect via a company-approved VPN. Evidence to attach: 1. Screenshot of VPN configuration. 2. Remote access log demonstrating VPN usage.,1,1247,1,1,"2025-03-26 12:51:15.302","2025-03-26 12:51:15.302"
3194,VPN and Two-Factor Authentication,Mandates the use of VPN in conjunction with two-factor authentication for remote access. Example: All remote sessions require VPN connection and a secondary authentication token. Evidence to attach: 1. Screenshot of the two-factor authentication setup on the VPN. 2. Log extract showing successful two-factor authentication events.,1,1247,1,1,"2025-03-26 12:51:15.327","2025-03-26 12:51:15.327"
3195,Privileged Account Control,Ensures that elevated accounts are tightly controlled and regularly reviewed. Example: Administrator accounts are created only after formal approval and periodic review. Evidence to attach: 1. Screenshot of privileged account approval workflow. 2. Periodic review report for elevated access.,1,1248,1,1,"2025-03-26 12:51:15.352","2025-03-26 12:51:15.352"
3196,MFA for Privileged Accounts,Mandates multi-factor authentication for accounts with elevated privileges. Example: Administrators must log in using an MFA device in addition to their password. Evidence to attach: 1. Screenshot of MFA enrollment for privileged accounts. 2. Authentication logs confirming MFA usage.,1,1248,1,1,"2025-03-26 12:51:15.381","2025-03-26 12:51:15.381"
3197,Access Logging and Monitoring,Requires that all access events are logged and periodically reviewed. Example: System logs capture every login event for audit purposes. Evidence to attach: 1. Screenshot of the access log dashboard. 2. Recent access log report.,1,1249,1,1,"2025-03-26 12:51:15.420","2025-03-26 12:51:15.420"
3198,Real-Time Intrusion Detection,Implements systems to detect unauthorized access in real time. Example: An intrusion detection system IDS alerts on suspicious login attempts. Evidence to attach: 1. Screenshot of the IDS dashboard. 2. IDS alert log report.,1,1249,1,1,"2025-03-26 12:51:15.441","2025-03-26 12:51:15.441"
3199,Periodic Access Reviews,Mandates regular reviews of user access permissions to ensure they are current. Example: Quarterly reviews are performed to revoke inactive or unnecessary access. Evidence to attach: 1. Minutes from an access review meeting. 2. Updated access control list after the review.,1,1250,1,1,"2025-03-26 12:51:15.468","2025-03-26 12:51:15.468"
3200,Automated Access Review Tools,Utilizes automated tools to review user access and flag anomalies. Example: An automated system generates monthly reports on access anomalies. Evidence to attach: 1. Screenshot of the automated review tool’s dashboard. 2. Generated report from the tool.,1,1250,1,1,"2025-03-26 12:51:15.497","2025-03-26 12:51:15.497"
3201,Data Center Physical Access,Defines procedures for granting and revoking physical access to data centers. Example: Access to data centers requires security clearance and is logged at entry. Evidence to attach: 1. Access request forms for data centers. 2. Data center entry log.,1,1251,1,1,"2025-03-26 12:51:15.520","2025-03-26 12:51:15.520"
3202,Visitor Access Controls,"Outlines requirements for visitors entering secure areas. Example: Visitors must be signed in, wear identification badges, and be escorted. Evidence to attach: 1. Visitor logbook entries. 2. Visitor access policy document.",1,1251,1,1,"2025-03-26 12:51:15.544","2025-03-26 12:51:15.544"
3203,Session Timeout,Enforces automatic logout after a defined period of inactivity. Example: Users are automatically logged out after 15 minutes of inactivity. Evidence to attach: 1. Screenshot of session timeout settings. 2. System log showing session terminations.,1,1252,1,1,"2025-03-26 12:51:15.571","2025-03-26 12:51:15.571"
3204,Temporary Access Provision,Provides temporary access for contractors or guests with time-limited permissions. Example: A contractor is granted access valid for one month only. Evidence to attach: 1. Temporary access request form. 2. System report showing temporary access expiration.,1,1253,1,1,"2025-03-26 12:51:15.612","2025-03-26 12:51:15.612"
3205,Third-Party Access Controls,Ensures that external partners access systems under strict controls. Example: Vendors must sign a security agreement and use a secure portal for access. Evidence to attach: 1. Third-party access agreement. 2. Screenshot of the secure portal login.,1,1254,1,1,"2025-03-26 12:51:15.641","2025-03-26 12:51:15.641"
3206,Logging and Audit Trail Reviews,Specifies periodic review of audit trails to verify compliance. Example: Monthly reviews are conducted to detect any unauthorized access. Evidence to attach: 1. Screenshot of the audit trail review process. 2. Monthly audit review report.,1,1255,1,1,"2025-03-26 12:51:15.670","2025-03-26 12:51:15.670"
3207,Access Change Management,Ensures that any changes in roles promptly trigger updates to access rights. Example: A department reorganization triggers an immediate review of access permissions. Evidence to attach: 1. Change management request form. 2. Updated access control list reflecting the changes.,1,1256,1,1,"2025-03-26 12:51:15.698","2025-03-26 12:51:15.698"
3208,Compliance Reporting,Regularly documents compliance with access control policies through formal reporting. Example: Monthly compliance reports are reviewed by management to ensure policies are followed. Evidence to attach: 1. Sample compliance report. 2. Minutes from the compliance review meeting.,1,1257,1,1,"2025-03-26 12:51:15.724","2025-03-26 12:51:15.724"
3209,Critical Data," Data that must remain secure to ensure business continuity or meet legal obligations (e.g., PII, financial records, legal docs).

Example: Confidential financial statements stored in an encrypted folder with restricted permissions.

Evidence to Attach:
1. Policy or risk assessment identifying critical data.
2. Screenshots/logs demonstrating encryption or access restrictions.",1,1258,1,1,"2025-03-27 09:30:08.456","2025-03-27 09:30:08.456"
3210,Non-Critical Data," Data that can be accessed publicly or with fewer restrictions (e.g., marketing materials, general memos).

Example: Non-sensitive files stored on a shared internal server accessible to all employees.

Evidence to Attach:
1. Classification guideline showing criteria for non-critical data.
2. Proof of storage/access setup for non-critical data (e.g., screenshot of shared folder).",1,1258,1,1,"2025-03-27 09:30:08.529","2025-03-27 09:30:08.529"
3211,Full Backup Schedule," A full backup copies all designated data at once.

Example: Running a full backup of critical databases every Sunday at 2 AM.

Evidence to Attach:
1. Backup logs or tool screenshots confirming weekly full backups.
2. Automatic email/report verifying successful completion of full backups.",1,1259,1,1,"2025-03-27 09:30:08.564","2025-03-27 09:30:08.564"
3212,Incremental Backups," An incremental backup stores only the data changed since the previous backup.

Example: Running incremental backups on weekdays at 11 PM, which include only files modified after Sunday’s full backup.

Evidence to Attach:
1. Incremental backup logs or system confirmations.
2. Tool configuration screenshots verifying incremental backup settings.",1,1259,1,1,"2025-03-27 09:30:08.644","2025-03-27 09:30:08.644"
3213,Differential Backups," A differential backup copies all data changed since the last full backup.

Example: Running a differential backup every Wednesday at midnight, capturing changes since Sunday’s full backup.

Evidence to Attach:
1. Differential backup logs or tool confirmations.
2. Configuration settings or screenshots showing differential backup schedule.",1,1259,1,1,"2025-03-27 09:30:08.688","2025-03-27 09:30:08.688"
3214,DR Drills," Testing your ability to restore data from backups by simulating a real outage or disaster scenario.

Example: Quarterly DR drill where IT simulates a server crash and attempts to restore from the latest full and incremental backups.

Evidence to Attach:
1. Official DR drill plan or schedule.
2. Drill completion reports or screenshots demonstrating successful restoration tests.",1,1259,1,1,"2025-03-27 09:30:08.732","2025-03-27 09:30:08.732"
3215,Encryption Key," How encryption keys are generated, stored, and accessed to protect sensitive data.

Example: Keys kept in a hardware security module (HSM) or a dedicated key management system.

Evidence to Attach:
1. Encryption key management policy or SOP.
2. Logs showing key usage, storage, or rotation in your key management tool.",1,1259,1,1,"2025-03-27 09:30:08.752","2025-03-27 09:30:08.752"
3216,Key Rotation," Ensuring encryption keys are replaced periodically to reduce risk of compromise.

Example: Rotating keys every 90 days or when key custodians change roles.

Evidence to Attach:
1. Key rotation schedule or policy snippet (showing rotation frequency).
2. Logs/records confirming the keys were rotated on schedule.",1,1259,1,1,"2025-03-27 09:30:08.774","2025-03-27 09:30:08.774"
